"Index","Close.0019.HK","Close.0043.HK","Close.0053.HK","Close.0055.HK","Close.0087.HK","Close.0142.HK","Close.0242.HK","Close.0260.HK","Close.0270.HK","Close.0459.HK","Close.0656.HK","Close.0701.HK","Close.0715.HK","Close.1026.HK","Close.1191.HK","Close.1193.HK","Close.1435.TW","Close.1504.TW","Close.2371.TW","Close.3027.TW","Close.3MINDIA.NS","Close.ABIRLANUV.NS","Close.ALCHEM.NS","Close.ALTRI.PA","Close.AXON.AT","Close.BALMLAWRI.NS","Close.BCG.V","Close.BEEYU.BO","Close.BEML.BO","Close.BEML.NS","Close.BI.PA","Close.BURE.ST","Close.CDE.V","Close.CEXE","Close.CFC.DE","Close.CHA.L","Close.CHHATTIND.BO","Close.CODI","Close.COME.BA","Close.DCMSRMCON.NS","Close.DLYT","Close.ESGI","Close.ESWB","Close.FCIC","Close.FNSI","Close.GOI-H.V","Close.GPG.L","Close.GPG.NZ","Close.GREENFIRE.NS","Close.GSPH","Close.HCTI","Close.HNG.AX","Close.HRG","Close.HWC.L","Close.IEP","Close.IHC.L","Close.J36.SI","Close.J37.SI","Close.JML.V","Close.KOATOOLIN.BO","Close.LPTC","Close.MANAKSIA.BO","Close.MANAKSIA.NS","Close.MBC.L","Close.MCDHOLDIN.NS","Close.MIDW-B.ST","Close.MIR.AX","Close.MLT.AX","Close.MTV.V","Close.N21.SI","Close.NBNK.L","Close.OCX.TO","Close.ODET.PA","Close.ODYCORP.BO","Close.OPA.V","Close.OPBL","Close.PET.V","Close.PGRD","Close.PHOT","Close.PICO","Close.PRD.V","Close.PRLX","Close.PWRV","Close.PZS.DE","Close.RES.TO","Close.REX","Close.RHL.AX","Close.SCHO.CO","Close.SEB","Close.SOL.AX","Close.SVW.AX","Close.SVWPA.AX","Close.TBLZ","Close.TEXF.BR","Close.U04.SI","Close.U96.SI","Close.USGT","Close.VSVS.L"
2011-01-03,110.065507957497,0.858909492913158,88.3622543502478,2.84536498015873,19.9250118175454,5.9931948721631,4.12528237369171,0.33564,3.55904679795804,0.103,5.11455357201717,0.300109649122807,0.735360075249853,0.256370829170829,1.276,10.1918571813665,8.26,16.1872039904703,8,15.8519192494555,3668.55,813.483315346484,224.296353202694,15.76,0.48,256.566895837253,1,2.88,966.449119964,967.972995960697,38.99,31.4813010693389,0.79,0.35,1.95,1.25,6.7,11.564595373591,0.59,48.1831297654868,0.29,2,0.35,0.13,0.07,0.6,31.7952171428571,0.697341085271318,17.85,0.13,1.4,0.965152293355074,5.98242942686056,7,28.9564914852996,30,40.9432270780846,27.0502466204509,0.19,0.38,0.2,74.1842264753001,73.9510072489803,178363.656724005,138.75,40.2102272727273,1.93,3.226,0.2,2.09796784629009,113,29.5962915970842,308.93292924918,78.4485068912711,1.5,0.02,0.07,2.9997,0.07,32.209999,0.68,0.39,0.15,1.16314496314496,15.62,15.47,1.9377732690295,119.005190275067,1992.88601383598,10.321105556486,6.52846479761557,66.3302771761773,0.85,19.2272557775313,2.0592689744827,4.40584573871279,0.88,250.136233676343
2011-01-04,111.397616979676,0.858909492913158,88.3622543502478,2.9452023478836,20.1725274922975,6.04427346011163,4.22448303647739,0.33564,3.62732587321862,0.1,5.23801297226748,0.300109649122807,0.768785533215755,0.270613653013653,1.238,10.4014093850955,8.6,16.0228668941204,7.9099,15.8519192494555,3621.1,818.247065863601,224.026279327676,15.7,0.54,256.107837703568,1.1,2.87,962.824700412216,963.78365552885,40,31.0183407594957,0.81,0.35,1.95,1.55,6.86,11.2796886969914,0.594,48.1367105653274,0.37,2,0.2,0.13,0.07,0.6,35.6491828571429,0.697341085271318,17.7,0.13,1.4,0.958586631495516,5.84602224123182,7,28.9402977043581,33.75,42.0953092253034,27.8787085895957,0.2,0.38,0.2,75.7949816943053,75.5158713685174,178363.656724005,136.65,40.6777880549683,1.79,3.244,0.2,2.14521937435968,115,29.8326699469099,307.440499639281,77.1783882082695,1,0.02,0.07,2.9997,0.07,31.49,0.64,0.4,0.15,1.16217567567568,16.280001,15.57,1.9377732690295,118.117091840179,1970.051376184,10.3292969101022,6.43944027764808,66.6566700108332,0.85,19.7472656496963,2.05186230625023,4.43141157472079,0.88,263.957710836021
2011-01-05,113.395780512944,0.842552606048767,89.491762026308,3.04503971560846,20.502548391967,6.06981275408589,4.18315020767293,0.32577,3.66146541084892,0.099,5.35265069017388,0.300109649122807,0.742045166843034,0.265866045066045,1.276,10.5157105871295,8.3,15.3655185087206,7.64,15.4996886253142,3617,811.441707982005,221.865688327529,15.7,0.54,253.332374238233,1.4,2.78,953.975468259809,947.685291172763,40.68,31.1109328214643,0.86,0.34,1.85,1.55,7.53,11.5710705106157,0.629,47.3475841626171,0.37,2,0.21,0.13,0.07,0.6,35.6491828571429,0.716984496124031,17.45,0.13,1.4,0.958586631495516,5.86550898203593,7,29.1589821897484,45,42.0953092253034,27.2621787520926,0.2,0.37,0.25,74.9896040848027,75.1134777377793,178363.656724005,131.7,40.3972515856237,1.78,3.232,0.25,2.14521937435968,114.5,29.655387661893,309.221465640428,77.9504211332312,1,0.01,0.06,2.9997,0.07,31.75,0.69,0.39,0.15,1.16217567567568,15.79,15.87,1.93075519681817,115.008747318069,1989.94092533017,10.321105556486,6.4246028576535,66.0038843415214,0.85,19.7516354805549,2.04445563801776,4.43141157472079,0.88,257.43081619074
2011-01-06,109.732480701953,0.826187283451077,88.6229099678002,3.04503971560846,20.0487696549215,6.02724726412878,4.08394954488726,0.3307,3.61025610440348,0.099,5.35265069017388,0.300109649122807,0.755415350029394,0.265866045066045,1.264,10.3633089844175,8.3,15.2011814123706,7.6999,15.5877903145808,3650.5,777.609357370643,223.35109464013,16.14,0.54,253.353751195415,1.3,2.99,937.594974701097,935.729196007717,40.86,30.925748697527,0.86,0.35,2.014,1.5,7.71,11.7005726035956,0.621,46.9762305613417,0.35,2,0.27,0.13,0.07,0.6,35.6491828571429,0.716984496124031,16.9,0.13,1.4,0.955303800565737,5.91422583404619,7,29.1427875988343,41.25,42.0953092253034,27.6089767856881,0.21,0.37,0.25,74.9896040848027,75.1134777377793,178363.656724005,129.2,40.2102272727273,1.81,3.244,0.2,2.18302059681536,114.5,29.8308623368799,308.435452712547,74.2396822358346,1,0.01,0.07,2.9997,0.07,31.65,0.7,0.4,0.15,1.16217567567568,13.89,15.8,1.94479848068357,118.117091840179,1991.94083591938,10.2801487884047,6.44685898764537,66.0038843415214,0.85,19.658995066354,2.02964230155283,4.42288962938479,0.88,259.15888777515
2011-01-07,109.732480701953,0.826187283451077,88.6229099678002,3.04503971560846,20.0487696549215,6.02724726412878,4.08394954488726,0.3307,3.61025610440348,0.099,5.35265069017388,0.300109649122807,0.755415350029394,0.265866045066045,1.264,10.3633089844175,8.28,15.1600971382831,7.5299,15.6758039373848,3629.15,762.200082738743,221.775663702523,16.14,0.46,249.660215178369,1.3,2.91,927.568982953954,929.233364776314,40.32,31.8516693172134,0.89,0.35,1.961,1.55,7.65,11.7070477406203,0.612,45.9550081578343,0.35,2,0.3,0.13,0.07,0.6,35.6491828571429,0.716984496124031,16.65,0.13,1.4,0.965152293355074,5.87525235243798,7,29.7583707771708,41.25,39.879766634498,26.6456489145894,0.21,0.35,0.25,73.9605104726604,73.7274552319036,178363.656724005,127.7,40.9583245243129,1.775,3.236,0.3,2.16411998558752,114.5,29.9195859856016,310.196519652229,74.3891079632466,1,0.01,0.07,2.39976,0.07,31.59,0.7,0.39,0.15,1.19997788697789,14.38,15.75,1.93075519681817,115.452796535513,1992.9358113619,10.2801487884047,6.41718414765621,66.0764160825561,0.8,19.575968280042,2.05186230625023,4.37175795736878,0.88,255.511596517951
2011-01-10,107.734317168685,0.834369944749922,87.7540579092923,2.99512103174603,19.5949909178759,5.96765557818883,4.03434452935697,0.32083,3.58465145118076,0.107,5.29092540530516,0.308936403508772,0.768785533215755,0.261118437118437,1.212,10.2490077823835,8.17,15.2011814123706,7.52,15.4556906205584,3539.45,741.589570297338,220.740380514953,16.2,0.42,244.458051774079,1.3,2.8,927.568982953954,910.593153416635,40,31.9442613791821,0.9,0.34,2.029,1.45,7.27,11.8041747959905,0.618,45.5372353563994,0.35,2,0.3,0.13,0.07,0.6,35.6491828571429,0.707162790697674,16.15,0.13,1.44,0.952020969635958,5.79730538922156,7,29.7988669741265,41.25,39.9683883381302,26.5300495700576,0.19,0.35,0.25,71.9918096494317,71.4919350611363,178363.656724005,127.75,40.3972515856237,1.785,3.224,0.25,2.12631876313185,114.5,30.0181688033329,308.236462097894,72.7205206738132,1,0.01,0.07,2.39976,0.07,31.799999,0.7,0.21,0.15,1.19997788697789,15.31,15.6,1.93075519681817,112.788501230847,1992.9358113619,10.2555747275559,6.45427769764266,66.0764160825561,1,19.6598690325257,2.02223563332036,4.35471406669678,0.88,247.256630288261
2011-01-11,107.900830796457,0.834369944749922,86.1032389981274,2.99512103174603,19.5537383054172,5.9931948721631,4.33195588598889,0.3159,3.67853517966406,0.105,5.33501615599894,0.317763157894737,0.782155716402116,0.265866045066045,1.094,10.2299575820445,8.19,15.3655185087206,7.66,15.5877903145808,3613.5,729.7288037037,220.200232764916,16.5,0.4,244.435887935037,1.4,2.71,903.045312999676,905.838958095101,39.36,32.9627740608372,0.83,0.35,2.029,2.75,7.35,11.8624510292126,0.62,45.5836545565588,0.39,2,0.25,0.13,0.06,0.6,34.6856914285714,0.707162790697674,15.6,0.12,1.5,0.958586631495516,5.72910179640719,7,29.0374871191011,41.25,39.9683883381302,26.2795843235719,0.19,0.38,0.25,70.4705408314823,70.5083061859987,178363.656724005,125.6,41.6129096194503,1.83,3.22,0.2,2.21137151365712,113.5,30.7476743594893,309.181667517497,70.7281776416539,1.5,0.01,0.07,2.39976,0.07,32,0.72,0.2,0.1,1.19222358722359,15.16,15.53,1.91671191295276,115.452796535513,1997.91068857449,10.1572784841608,6.45427769764266,66.2214795646253,1,19.5768422462137,2.03704896978529,4.38880184804078,0.88,258.966965807871
2011-01-12,107.318033099254,0.858909492913158,86.6679928361575,2.99512103174603,19.6362435303346,6.06981275408589,4.29062305718443,0.3159,3.59318633558833,0.104,5.39674144086766,0.317763157894737,0.768785533215755,0.270613653013653,1.056,10.3252085837395,8.22,15.2422656864581,7.61,16.6445614468211,3650.6,741.929838191418,220.245245077419,16.6,0.44,243.846076265704,1.3,2.68,911.094348627664,910.687295898249,40.64,33.3331423087117,0.9,0.34,2,2.4,7.16,11.9466284580471,0.625,45.5372353563994,0.38,2,0.25,0.13,0.06,0.8,34.6856914285714,0.697341085271318,16.2,0.18,1.7,0.955303800565737,5.7680752780154,7,29.207582971914,40,39.879766634498,26.4144502255258,0.19,0.34,0.25,70.3810544304264,70.6424373962448,178363.656724005,125.8,41.6129096194503,1.84,3.226,0.2,2.21137151365712,113.5,30.9054043047318,307.539994946608,71.2760719754977,1,0.01,0.07,2.39976,0.07,32.279999,0.71,0.2,0.1,1.25038083538084,14.84,15.57,1.91671191295276,116.340894970401,2027.75995185,10.1982352522421,6.61748931758305,66.0111375156249,1,19.6554992016672,2.02964230155283,4.41436768404879,0.88,249.560467774507
2011-01-13,105.90266726319,0.850726831614314,87.3196318800384,2.99512103174603,19.3062226306651,6.01873416613736,4.26582523355674,0.3159,3.61879098881105,0.102,5.36146354200492,0.317763157894737,0.742045166843034,0.265866045066045,1.03,10.3061583834005,8.3,15.2422656864581,7.75,16.4684549413968,3711.2,741.443741199876,218.264703327285,18.1,0.46,243.955452844171,1.3,2.94,899.091400761366,898.26048832513,40.64,33.2405502467431,0.85,0.34,2.141,2,7.77,11.888352224825,0.62,46.1871041586314,0.35,2,0.22,0.13,0.06,0.8,34.6856914285714,0.697341085271318,15.95,0.18,1.72,0.952020969635958,5.68038494439692,7,29.1832870356801,41.25,39.9683883381302,26.7805148165433,0.2,0.35,0.25,70.5600272325381,70.6871477996601,178363.656724005,125.8,42.0804704016913,1.84,3.224,0.2,2.21137151365712,113.5,30.3336296796363,312.415265005612,69.9810490045942,1.5,0.01,0.08,2.39976,0.08,31.969999,0.75,0.2,0.1,1.24068796068796,14.21,15.18,1.93075519681817,114.564698100624,2047.65946070034,10.2391920203234,6.78811964752073,66.5841382697985,1,19.0961608517754,2.02223563332036,4.38027990270478,0.88,251.095843512738
2011-01-14,105.2366127521,0.867092154212003,86.4942224244559,3.04503971560846,19.3474752431238,5.95914248019741,4.27408805200767,0.31096,3.67853517966406,0.103,5.28210372296126,0.308936403508772,0.748730258436214,0.270613653013653,1.004,10.2109073817055,8.21,15.2011814123706,7.72,16.3363464407281,3703.1,723.603981610264,217.094383202206,18.8,0.47,241.987811038901,1.3,2.55,894.290221614847,894.071147893283,40.89,32.7775899368999,0.9,0.37,2.098,2,7,11.9790034956568,0.623,46.3727809592691,0.32,2,0.25,0.13,0.06,0.8,34.6856914285714,0.697341085271318,15.7,0.13,1.72,0.952020969635958,5.85576561163387,7,29.7745645581124,41.25,41.120470485349,27.4163112114684,0.19,0.38,0.25,70.2020816283147,70.1953333620913,178363.656724005,123.7,41.0518366807611,1.87,3.228,0.2,2.21137151365712,113.5,31.792640791949,313.360470425215,70.454230474732,1,0.02,0.07,1.79982,0.08,31.959999,0.73,0.2,0.1,1.24941154791155,13.17,15.37,2.00096447670246,115.008747318069,2053.62931335545,10.1736611913933,6.78070093752344,66.2214795646253,1,18.8995184631415,1.99259999347979,4.32914823068877,0.88,248.024318157376
