"Index","Close.0019.HK","Close.0025.HK","Close.0043.HK","Close.0053.HK","Close.0055.HK","Close.0087.HK","Close.0114.HK","Close.0142.HK","Close.0174.HK","Close.0242.HK","Close.0260.HK","Close.0270.HK","Close.0383.HK","Close.0459.HK","Close.0656.HK","Close.0701.HK","Close.0715.HK","Close.1026.HK","Close.1191.HK","Close.1193.HK","Close.1196.HK","Close.1435.TW","Close.1504.TW","Close.2371.TW","Close.3027.TW","Close.3MINDIA.NS","Close.8092.HK","Close.ABIRLANUV.NS","Close.ALCHEM.NS","Close.ALTRI.PA","Close.ARTO.PA","Close.AURANPAP.BO","Close.AXON.AT","Close.BALMLAWRI.NS","Close.BCG.V","Close.BEEYU.BO","Close.BEML.BO","Close.BEML.NS","Close.BI.PA","Close.BURE.ST","Close.CADO.BA","Close.CDE.V","Close.CEXE","Close.CHA.L","Close.CHHATTIND.BO","Close.CIEM.PA","Close.CODI","Close.COME.BA","Close.DCMSRMCON.NS","Close.DHANROTO.BO","Close.DLYT","Close.ESGI","Close.ESWB","Close.FCIC","Close.FNSI","Close.FORE.PA","Close.GBA.AX","Close.GOI-H.V","Close.GPG.L","Close.GPG.NZ","Close.GREENFIRE.NS","Close.GSPH","Close.HCTI","Close.HNG.AX","Close.HRG","Close.HWC.L","Close.IEP","Close.IHC.L","Close.J36.SI","Close.J37.SI","Close.JML.V","Close.KOATOOLIN.BO","Close.LPTC","Close.MANAKSIA.BO","Close.MANAKSIA.NS","Close.MAVIIND.BO","Close.MBC.L","Close.MCDHOLDIN.NS","Close.MEVA.AT","Close.MIDW-B.ST","Close.MLNEI.PA","Close.MLT.AX","Close.MONC.PA","Close.MOP.BR","Close.MTV.V","Close.N21.SI","Close.NETWORK.BO","Close.OCX.TO","Close.ODET.PA","Close.ODYCORP.BO","Close.OPA.V","Close.OPBL","Close.PET.V","Close.PGRD","Close.PHOT","Close.PICO","Close.PRD.V","Close.PWRV","Close.RES.TO","Close.REX","Close.RHL.AX","Close.SCHO.CO","Close.SEB","Close.SOL.AX","Close.SVW.AX","Close.TBLZ","Close.TEXF.BR","Close.U04.SI","Close.U96.SI","Close.VAPIPPR.BO","Close.VSVS.L"
2010-01-01,75.4965551672208,4.43290823002544,0.470947745621647,68.9835100081964,2.23612961089768,13.5022087061766,0.625762929737499,3.93412163823287,0.749473684210526,3.83736019390091,0.32577,3.75753971180038,0.000621471777811987,0.051,4.63302073842526,0.170356359649123,0.636420719670782,0.170914421055627,2.006,10.7915711225116,0.29150109966406,4.85,11.1354816486728,7.8399,24.1132945030971,1874.95,0.121,847.172368486278,142.789853361593,11.99,1757.10011436905,6.25,1.4,234.863849607285,0.7,4.18,1051.02831245463,1052.38305912471,32.09,31.8599921991882,11.5768306310642,0.25,0.15,3.25,7.7,13.1533363553944,7.29673259035549,0.3,56.4312017349298,14.45,0.3,0.35,0.22,0.155,0.07,195.424256316261,0.12,0.65,33.7963147252747,0.795147592248062,26.8,1.1,0.41,0.647725999564126,6.82035928143713,8.5,30.098642625933,95,25.7109820555248,16.7894199200862,0.19,0.44,0.04,111.631544292276,111.295130458463,28.7,182489.596874371,87,1.11,32.1409980517724,0.721039253824787,3.61,1826.40320239517,290,0.05,1.9150855617967,14.56,22.9697424963359,212.669319274723,10.0862366003063,0.5,0.03,0.16,7.49925,0.02,32.43,0.33,0.14,3.86,13.99,1.45372359971213,81.9659565227206,1307.0109116008,10.5531617905777,4.90360936019008,4,10.0732265300157,1.30067080558973,2.99695464511591,8.65,162.098996097282
2010-01-04,76.4603409778662,4.4990710394288,0.462833731797328,69.6921019538999,2.23612961089768,13.6292883175288,0.625762929737499,4.03372008409067,0.749473684210526,3.86881549981717,0.33564,3.80730844970502,0.00182185767379489,0.052,4.60738369281998,0.163294956140351,0.616938452742084,0.167158060153305,2.02,10.6779756370115,0.303159219339259,4.8,11.2150208033062,7.9399,24.7949511657116,1850,0.122,880.788786300785,144.128090037897,12,1833.6943585916,6.25,1.36,243.11875233457,0.6,4.17,1058.57860231396,1057.04374583474,32.25,32.6839575146844,11.7620605138969,0.3,0.17,3.25,7.7,14.0327470534905,7.66865342627167,0.314,58.6866086558201,14.35,0.31,0.35,0.22,0.155,0.07,195.424256316261,0.125,0.65,37.5514608058608,0.795147592248062,26.9,1.1,0.41,0.659449547067549,7.02497005988024,8.5,30.6035815603021,90,25.900922151301,16.8657354651774,0.19,0.46,0.04,106.069521065569,105.736887501505,29,182489.596874371,87,1.33,34.0476674277251,0.713201870631039,3.634,1643.85845532166,290,0.05,1.95736847614059,14.7,23.0972422211344,218.451238451529,10.0862366003063,0.5,0.03,0.16,7.49925,0.02,33.169998,0.31,0.14,4.24,14.51,1.50518816759366,111.02267126887,1380.28273543296,10.6779589736148,4.93220183459352,4,9.99548387763409,1.322346319768,3.05458838829122,8.99,166.284133190201
2010-01-05,79.3516984098023,4.48583847754813,0.495314907880439,71.6511502743744,2.23612961089768,14.0740669572617,0.613247671142749,4.05861969555512,0.758842105263158,4.19907839023478,0.35045,3.74924492214961,0.00183582698192135,0.052,4.9578451022261,0.170356359649123,0.642914808647014,0.171853511281207,2.006,10.6969082179282,0.299270506792855,4.8,11.3343295352562,7.8999,23.7725045144979,1850.15,0.131,888.709896245583,142.923677029223,12,1791.66758800868,5.94,1.42,237.484458233979,0.7,4.03,1057.78628794601,1057.97588317675,32.28,32.7755092164062,11.8546754553132,0.3,0.15,3.25,7.7,14.0043789664551,7.63913589961166,0.337,56.5232591602722,13.8,0.44,0.35,0.22,0.155,0.07,195.424256316261,0.12,0.7,35.2044945054945,0.833467958139535,27.7,1.1,0.44,0.659449547067549,6.95676646706587,8.5,30.4773446570809,95,25.7627838998274,16.694025488722,0.17,0.48,0.04,100.768217677613,100.482610956256,28.1,182489.596874371,91.35,1.22,34.0476674277251,0.626990655499814,3.64,1643.85845532166,290,0.1,1.98756883173498,15,23.1462819348218,220.547432517347,10.0862366003063,0.5,0.03,0.16,7.49925,0.02,32.759998,0.33,0.15,4.17,14.14,1.50518816759366,85.0017326902288,1370.38113761781,10.7013584454343,4.8821650043875,3.6,9.99548387763409,1.35124700533902,3.05458838829122,9.42,167.359050982743
2010-01-06,79.1509096992511,4.4990710394288,0.544032485207468,70.7758308120347,2.23612961089768,14.1534917143569,0.632020559034874,3.98392086116177,0.758842105263158,4.19907839023478,0.35045,3.75753971180038,0.00182185767379489,0.053,5.13735578115375,0.172121710526316,0.636420719670782,0.166218969927725,1.994,11.3595485500123,0.303159219339259,4.77,11.5729469991564,7.8799,24.5393160712533,1840,0.164,923.485500881279,143.994266370266,12.15,1819.34071787531,5.67,1.42,235.400527667489,0.7,4.18,1061.51482614814,1059.84015786076,31.87,32.7755092164062,11.7620605138969,0.3,0.15,3.25,7.7,14.1273073436083,7.66274992093967,0.328,56.6153165856147,13.51,0.38,0.35,0.25,0.155,0.07,197.349618447455,0.15,0.7,36.6126742857143,0.852628141085271,27.55,1.15,0.35,0.647725999564126,6.91779298545766,8.5,30.9428286913332,95,25.900922151301,16.7321832612677,0.17,0.46,0.04,97.2050465480039,97.2692517467645,29,182489.596874371,92.5,1.22,34.0476674277251,0.721039253824787,3.698,1643.85845532166,290,0.1,2.00570475241799,15.75,23.4290815421318,218.560518710885,10.0862366003063,0.5,0.03,0.16,7.49925,0.02,32.049999,0.32,0.15,4.2,13.92,1.49232202562328,85.8690973095169,1415.92848756753,10.7481573890732,4.88931312298836,4,9.99548387763409,1.48131758477034,3.07928856393778,9.5,177.533236885222
2010-01-07,79.2713829255818,4.45275707284645,0.527787710368273,70.3590120204444,2.23612961089768,14.217031520033,0.625762929737499,3.98392086116177,0.824421052631579,4.10471247248601,0.34551,3.75753971180038,0.000621471777811987,0.052,5.10316734704774,0.172121710526316,0.584468007860922,0.167158060153305,2.072,11.3595485500123,0.303159219339259,4.85,11.4138686898896,7.83,22.8352127574251,1855,0.191,931.213413022545,143.146716475274,12.15,1819.34071787531,5.95,1.44,235.276285169318,0.8,4.38,1066.82799308618,1063.56870722878,31.91,33.6910262336243,11.8546754553132,0.25,0.18,3.25,7.7,14.1367633726201,7.66865342627167,0.335,56.4312017349298,13.5,0.36,0.51,0.25,0.155,0.06,197.349618447455,0.15,0.7,37.0820675457875,0.871788324031008,27.2,1.5,0.3,0.653587773315837,6.95676646706587,8.5,32.0868140882515,95,26.2980696242877,16.8466565789046,0.18,0.45,0.04,94.9020213056953,95.0980630917028,28.1,182489.596874371,93.35,1.26,34.5016363267614,0.721039253824787,3.72,1643.85845532166,290,0.1,2.01174603179274,16.25,24.1458965203321,218.620126125079,10.0862366003063,0.5,0.04,0.24,7.49925,0.02,32.669998,0.31,0.15,4.06,14,1.49232202562328,86.3027796191609,1319.8829887605,10.8027561566519,4.80353569977803,3.61,10.1065448096078,1.47409241337758,3.03812160452684,9.84,177.763852797517
2010-01-08,79.4721716361329,4.45275707284645,0.503428921704759,70.2339663829673,2.23612961089768,14.1693766657759,0.644535817629624,3.95072137920917,0.824421052631579,4.19121010832995,0.35538,3.76583450145115,0.000621471777811987,0.058,5.1715527752082,0.167708333333333,0.55199756297976,0.166218969927725,2.11,11.3216833881789,0.322594764107267,5,11.4536382672063,7.7999,22.1535475742089,1855,0.165,907.063687581089,142.745245472383,12.3,1819.34071787531,6.14,1.4,232.800103287175,0.7,4.5,1067.57370072661,1063.75513469719,33.18,33.6910262336243,11.9472903967295,0.25,0.16,3.3,7.7,13.2384406165005,7.70997796359569,0.325,56.7073740109572,13.63,0.3,1.01,0.2,0.15,0.06,199.27498057865,0.14,0.7,37.5514608058608,0.86220823255814,29.35,1.5,0.4,0.656518660191693,6.95676646706587,8.5,32.9546633106675,95,26.4016733128929,16.7512621475405,0.17,0.49,0.04,93.5549688054771,93.7953498986658,30.75,182489.596874371,90.3,1.33,34.0476674277251,0.721039253824787,3.79,1643.85845532166,290,0.1,1.99965139048449,17.5,24.2735476956777,220.547432517347,10.0862366003063,0.5,0.03,0.24,6.89931,0.02,32.18,0.35,0.15,4.15,14.34,1.45372359971213,85.8690973095169,1318.89282897899,10.6623593257352,4.82498005558061,4,10.1462094281698,1.48131758477034,3.04635499640903,10.14,182.716677759551
2010-01-11,79.6729603466841,4.46598963472712,0.503428921704759,69.9421932288541,2.23612961089768,14.232916471452,0.632020559034874,3.95072137920917,0.861894736842105,4.26984837312058,0.385,3.74095013249883,0.00183582698192135,0.061,5.23138681486794,0.166825657894737,0.590962096837155,0.173731691732368,2.098,11.3595485500123,0.330817090765452,5,11.493407844523,7.78,21.983161100511,1850,0.189,910.73444584819,142.879069140013,12.1,1838.49167280032,6.38,1.46,248.07251950249,0.8,4.84,1060.16323104987,1062.72978362098,33,33.7825779353461,11.9472903967295,0.25,0.18,3.6,7.7,13.3330009066183,7.67455693160367,0.347,56.3391443095873,13.61,0.32,1.01,0.2,0.15,0.06,200.237661644247,0.135,0.7,37.5514608058608,0.689776166137985,30.85,1.6,0.4,0.656518660191693,6.87881950384944,7,33.5621610010783,45,25.9872585584721,16.7512621475405,0.19,0.53,0.04,98.2044725965529,99.8312543597373,33,182489.596874371,94.75,1.27,34.2292549873396,0.619153272306067,3.88,1643.85845532166,290,0.05,2.04798766676189,18.85,24.2048129006176,218.063790259269,10.0862366003063,0.5,0.04,0.19,6.89931,0.02,32.700001,0.35,0.15,3.95,14.18,1.41513171479842,88.037508857737,1361.48952258299,10.6857587975546,4.86072064858492,3.75,10.1462094281698,1.56080321727151,3.07105517205559,10.24,180.45153421832
2010-01-12,79.1910674413614,4.48583847754813,0.503428921704759,70.0255569871722,2.23612961089768,14.232916471452,0.638278188332249,3.95902124969732,0.843157894736842,4.15189543136039,0.385,3.70777097389574,0.000621471777811987,0.062,5.45363731640231,0.167708333333333,0.610444363765852,0.174670781957948,2.02,11.2648856454288,0.330817090765452,5.01,11.2150208033062,7.7099,22.9203591309643,1850.05,0.156,889.434388008826,143.191324364484,11.9,1733.17099619026,6.3,1.38,244.357544977459,0.8,4.91,1066.12889217328,1063.66192096299,33.32,33.4163711284588,11.7620605138969,0.25,0.17,3.6,7.7,13.3330009066183,7.68046043693568,0.336,56.9375175743133,14,0.31,1.01,0.25,0.15,0.06,200.237661644247,0.135,0.7,37.5514608058608,0.86220823255814,31.3,1.6,0.4,0.656518660191693,6.87881950384944,7,34.5956862477125,33.75,26.0563276842089,16.6749466024492,0.16,0.58,0.04,95.6841808219511,95.9665385537275,34,182489.596874371,93,1.26,33.684492308496,0.619153272306067,3.81,1643.85845532166,290,0.05,2.03590510801238,18,23.7629410304162,218.560518710885,16.237595712098,0.5,0.04,0.26,6.89931,0.02,32.610001,0.32,0.15,3.73,13.86,1.44729379922566,87.1701442384489,1351.56810176901,10.6857587975546,4.76064698817287,3.5,10.1144777333202,1.56080321727151,3.04635499640903,10.24,179.107306568468
2010-01-13,75.0949777461185,4.36674542062207,0.495314907880439,68.2332361833338,2.23612961089768,13.724598026043,0.644535817629624,3.90092215628027,0.843157894736842,4.08899373037942,0.38006,3.64970744634033,0.00190632325781534,0.059,5.23992964342021,0.163294956140351,0.636420719670782,0.169036240604466,1.98,10.9051666080118,0.322841433907012,4.97,11.1752512259895,7.6,23.3038117726517,1860,0.157,910.927643651722,172.587923353953,11.8,1733.17099619026,6.07,1.38,253.851240347632,0.7,4.8,1064.5908701649,1061.05193640537,35.88,33.5079228301806,12.086212808854,0.25,0.17,3.35,7.7,13.3330009066183,7.65684641560766,0.339,57.075603712327,13.66,0.4,0.7,0.25,0.15,0.06,200.237661644247,0.135,0.95,37.5514608058608,0.86220823255814,31.3,1.6,0.4,0.656518660191693,6.91779298545766,8.5,34.9980569585682,95,26.1081295285115,16.694025488722,0.18,0.55,0.04,96.2490738059135,96.4007762847398,34,182489.596874371,92.4,1.26,33.9568736479178,0.611315889112319,3.818,1643.85845532166,290,0.05,2.01174603179274,17.19,23.7629410304162,218.560518710885,17.0345329249617,0.5,0.03,0.26,6.89931,0.02,32.900002,0.31,0.15,3.99,14.14,1.44729379922566,86.7364619288049,1346.61730286143,10.670159149675,4.77494322537459,3.75,10.153349059511,1.52466861312687,3.01342142888028,9.91,176.996164928401
2010-01-14,73.3681948353789,4.36674542062207,0.511551309124356,69.2752831623096,2.23612961089768,13.5339786090147,0.663308705521749,3.93412163823287,0.843157894736842,4.07326607742129,0.40474,3.56675954983259,0.000621471777811987,0.061,5.23138681486794,0.16594298245614,0.623432541718317,0.165279879702144,2.124,10.7347733797616,0.326829262336232,5.18,11.2150208033062,7.63,23.1759942254226,1850.05,0.149,912.859621687038,154.343296667014,11.8,1733.17099619026,6.07,1.36,251.10634794619,0.8,5.15,1070.41671110574,1070.09366862283,36.75,33.6910262336243,12.3177501623949,0.25,0.19,3.35,7.7,13.3330009066183,7.60961837295164,0.34,56.1550294589024,13.72,0.32,0.7,0.25,0.15,0.06,200.237661644247,0.14,0.95,35.6738877655678,0.86220823255814,30.65,1.3,0.4,0.662380433943405,6.92753635585971,8.5,35.7238980475176,90,25.900922151301,16.7703410338133,0.19,0.55,0.04,94.3805816281915,95.3586057303102,33.25,182489.596874371,93.05,1.25,34.4108425469541,0.611315889112319,3.77,1643.85845532166,290,0.05,2.00570475241799,18,24.2637282989634,216.573604904422,17.8812787136294,0.5,0.04,0.26,6.89931,0.02,33.220001,0.31,0.15,4.04,14.38,1.47945588365289,87.603826548093,1341.66650395385,10.6857587975546,4.68201768356341,3.2,10.2334715890063,1.546352874486,3.03812160452684,10.14,177.149392950664
2010-01-15,72.9264596721665,4.36674542062207,0.535910097787871,69.5253744372638,2.23612961089768,13.5816334632717,0.682081593413874,4.09181917750772,0.852526315789474,4.0339424896002,0.39487,3.50869602227718,0.00180756349803758,0.062,5.15444999820675,0.180948464912281,0.636420719670782,0.171853511281207,2.136,11.3406159690956,0.31886182780445,5.1,11.3343295352562,7.6799,23.3464744257399,1853.05,0.158,911.024242553488,155.726141232528,11.8,1733.17099619026,6.07,1.32,266.233635715138,0.8,4.9,1124.8067621294,1123.22549711717,37.28,33.7825779353461,13.5217444008071,0.25,0.18,3.25,7.7,13.3330009066183,7.62732888894765,0.35,55.8328284702038,14,0.35,0.65,0.25,0.15,0.06,200.237661644247,0.125,0.7,35.6738877655678,0.843048049612403,30.2,1.3,0.4,0.662380433943405,6.96650983746792,8.5,35.6923413858193,95,26.6261479715375,16.8657354651774,0.19,0.66,0.04,93.2507956602666,93.7953498986658,38.25,182489.596874371,93.15,1.28,35.2279865652195,0.626990655499814,3.704,1826.40320239517,290,0.05,1.97549231426485,18.7,24.607407183962,215.282110930222,18.7529287901991,0.5,0.04,0.26,6.89931,0.02,32.650002,0.31,0.15,3.99,14.59,1.51161796808013,86.3027796191609,1333.74522570172,10.8027561566519,4.74635075097115,4,10.4397276055289,1.546352874486,3.03812160452684,9.67,179.990302393731
2010-01-18,71.8823583773006,4.39982682532376,0.519673696543954,69.5253744372638,2.23612961089768,13.3433591919863,0.700854481305999,4.10011904799587,0.824421052631579,4.05753842446316,0.42449,3.45063249472176,0.00194888091745641,0.064,5.13735578115375,0.178300438596491,0.642914808647014,0.171853511281207,2.228,10.9808969316785,0.31886182780445,5.45,11.2150208033062,7.6999,23.2612343255812,1850.05,0.173,923.485500881279,154.387904556224,12,1857.65220320278,6.07,1.34,299.255393006307,0.7,5.1,1151.88527082241,1150.30408690244,37.42,33.7825779353461,8.42795040739157,0.25,0.18,3.25,7.7,14.1178513145966,7.5269692983036,0.348,57.5358908390393,13.14,0.32,0.65,0.25,0.15,0.06,200.237661644247,0.125,0.95,35.6738877655678,0.86220823255814,30.25,1.3,0.4,0.662380433943405,6.91779298545766,8.5,35.2110766538498,95,27.1959682588661,17.2282343043611,0.19,0.64,0.04,92.2513696117176,92.1886702939201,40,182489.596874371,93,1.26,35.2279865652195,0.626990655499814,3.73,1826.40320239517,290,0.05,2.00570475241799,18.1,24.6957827363299,215.063550411511,19.3506316998469,0.5,0.04,0.22,6.89931,0.02,32.619999,0.32,0.15,3.98,14.02,1.49875182610975,85.0017326902288,1316.91250941596,10.755957213013,4.70346203936599,3.75,10.5983860797771,1.53912770309324,3.04635499640903,9.98,180.374146328289
2010-01-19,73.3280370932687,4.39982682532376,0.511551309124356,70.1922845038083,2.23612961089768,13.4227839490814,0.700854481305999,4.14161840043662,0.843157894736842,4.12830840734897,0.41955,3.48381165332486,0.00197714440134017,0.069,5.21429259781493,0.177417763157895,0.662397075575712,0.169036240604466,2.268,10.6969082179282,0.31886182780445,5.83,11.1354816486728,7.7599,22.7499726572664,1850.2,0.154,901.460951278671,153.005059990711,12.1,1857.64262772532,6.9,1.22,286.501013122684,0.7,4.87,1139.16163420762,1137.20755724725,37.2,33.6910262336243,8.50203309903049,0.25,0.18,3.25,7.7,13.2384406165005,7.76310951158371,0.354,57.9961779657516,13.2,0.3,0.65,0.07,0.15,0.06,200.237661644247,0.125,0.95,35.6738877655678,0.852628141085271,28.8,1.3,0.4,0.668242207695116,7.0542001710864,8.5,35.9763663312682,95,27.4031756360765,17.1519187592698,0.19,0.64,0.04,89.6007179177398,89.5398201347448,38.25,182489.596874371,92,1.16,35.4095741248341,0.626990655499814,3.726,1826.40320239517,290,0.1,1.99361011110974,18,25.0198228279001,217.368370427007,20.2969946401225,0.5,0.04,0.21,6.89931,0.02,32.5,0.31,0.15,4,15.25,1.49232202562328,86.7364619288049,1331.76490613869,10.8027561566519,4.68201768356341,4,10.7094470117508,1.5029930989486,3.07105517205559,9.56,174.692327442155
2010-01-20,70.8382570824348,4.39982682532376,0.495314907880439,69.8588294705361,2.23612961089768,13.0256601636057,0.688339222711249,3.98392086116177,0.824421052631579,4.04967014255833,0.43436,3.55016997053104,0.000621471777811987,0.066,5.02623053038656,0.175652412280702,0.636420719670782,0.169036240604466,2.268,11.1512901599287,0.31886182780445,5.51,11.0957120713561,7.6499,23.3464744257399,1850.2,0.164,901.460951278671,153.005059990711,12.4,1857.64262772532,6.28,1.18,286.501013122684,0.7,4.75,1106.72335184904,1137.20755724725,37.37,33.9656813387897,8.42795040739157,0.25,0.18,3.25,7.7,12.7561831368994,7.60554444733611,0.348,57.9961779657516,13,0.28,0.6,0.07,0.15,0.06,200.237661644247,0.125,0.7,35.2044945054945,0.852628141085271,29,1.3,0.51,0.659449547067549,7.01522668947819,8.5,36.1262656025493,95,27.4722447618133,16.6177099436307,0.18,0.75,0.04,93.9895018700637,94.2295876296781,39.15,182489.596874371,91.35,1.22,35.4095741248341,0.626990655499814,3.728,1826.40320239517,290,0.1,1.98756883173498,17.6,24.8136154969009,218.560518710885,20.4215160796325,0.5,0.04,0.21,6.89931,0.02,32.16,0.31,0.15,3.9,15.23,1.51161796808013,86.3027796191609,1308.00107138231,10.841755276351,4.91075747879094,3.5,10.7094470117508,1.48131758477034,3.05458838829122,9.56,174.999557365581
