"Index","Close.0019.HK","Close.0025.HK","Close.0043.HK","Close.0053.HK","Close.0055.HK","Close.0087.HK","Close.0114.HK","Close.0142.HK","Close.0174.HK","Close.0242.HK","Close.0260.HK","Close.0270.HK","Close.0383.HK","Close.0459.HK","Close.0656.HK","Close.0701.HK","Close.0715.HK","Close.1026.HK","Close.1191.HK","Close.1193.HK","Close.1196.HK","Close.1435.TW","Close.1504.TW","Close.2371.TW","Close.3027.TW","Close.3MINDIA.NS","Close.8092.HK","Close.ABIRLANUV.NS","Close.ALCHEM.NS","Close.ARTO.PA","Close.AXON.AT","Close.BALMLAWRI.NS","Close.BCG.V","Close.BEEYU.BO","Close.BEML.BO","Close.BEML.NS","Close.BI.PA","Close.BURE.ST","Close.CADO.BA","Close.CEXE","Close.CFC.DE","Close.CHA.L","Close.CHHATTIND.BO","Close.CIEM.PA","Close.CODI","Close.COME.BA","Close.DCMSRMCON.NS","Close.DLYT","Close.ESGI","Close.ESWB","Close.FAM1.DE","Close.FCIC","Close.FNSI","Close.FOAF.PA","Close.FORE.PA","Close.GBA.AX","Close.GOI-H.V","Close.GPG.L","Close.GPG.NZ","Close.GREENFIRE.NS","Close.GSPH","Close.HNG.AX","Close.HRG","Close.HWC.L","Close.IEP","Close.IHC.L","Close.J36.SI","Close.J37.SI","Close.JML.V","Close.LPTC","Close.MANAKSIA.BO","Close.MANAKSIA.NS","Close.MBC.L","Close.MCDHOLDIN.NS","Close.MCTC","Close.MEVA.AT","Close.MIDW-B.ST","Close.MIR.AX","Close.MLT.AX","Close.MONC.PA","Close.MOP.BR","Close.MOPF.BR","Close.MTV.V","Close.N21.SI","Close.OCX.TO","Close.ODET.PA","Close.OPA.V","Close.OPBL","Close.PET.V","Close.PGRD","Close.PHOT","Close.PICO","Close.PRD.V","Close.PWRV","Close.RES.TO","Close.REX","Close.RHL.AX","Close.SCHO.CO","Close.SEB","Close.SOL.AX","Close.SVW.AX","Close.TBLZ","Close.TEXF.BR","Close.TRS.NZ","Close.U04.SI","Close.U96.SI","Close.VSVS.L","Close.YOW.AX"
2009-01-01,41.6235913158588,2.4421677117297,0.138038718156766,36.8699500934564,0.499136073861089,7.91783316407705,0.339003480080184,2.08091270886728,0.496526315789474,1.65742430907286,0.11649,2.50696065245905,0.000833285473124802,0.022,2.13831614287672,0.097094298245614,0.337604571320343,0.131472631581251,1.212,2.44185061414029,0.165570956872671,2,8.03345461797108,6.09,6.77899712867934,940,0.042,552.789235045229,51.8880424926166,1919.88323123158,1.4,96.2189333582781,0.6,4.06,318.750850824071,319.023373772171,32.55,22.6132703252858,6.48005972456474,0.09,3.2,9.5,7.7,14.7423099070979,5.0809827927189,0.286,28.8263987433511,0.12,0.3,0.11,0.35,0.116435643564356,0.06,2.89,269.550698367256,0.025,0.65,31.9087545943418,0.809885496137757,66.6,2.05,0.525179081546316,5.66089820359281,2.75,19.8510895293128,37.5,15.2524090034317,9.74028329921494,0.09,0.05,29.9282901718431,30.0056893597049,182489.596874371,55,0.035,1.56,20.0598930999267,1.47,2.89,1623.78809046017,290,6237,0.05,0.58864318455159,17.0782290293563,143.712480447698,0.5,0.01,0.15,14.9985,0.075,25.469999,0.2,0.27,0.53,7.77,1.76684253141112,66.819200300709,1110.91394854992,6.72196329324242,5.07516420661072,3.85,5.49228735503019,0.001,0.812204555041487,1.83590092343993,7.32863318601024,1.05
2009-01-02,43.4960677761786,2.41711983776324,0.142912150608525,37.5189261127032,0.499136073861089,7.99485488746302,0.355406874277612,2.05770206369616,0.496526315789474,1.70411467747803,0.11649,2.47471678554639,0.000833285473124802,0.023,2.42455069023443,0.097094298245614,0.331352634814411,0.132411721806832,1.172,2.51186783605112,0.165570956872671,2,8.03345461797108,6.09,6.77899712867934,960,0.042,557.596097958665,54.6880717670917,1919.88323123158,1.42,97.4508450841448,0.6,4.4,324.928550275969,327.321669621736,32.55,22.8879254304513,6.48005972456474,0.15,3.2,9.5,7.7,16.2078689508036,6.14229806829187,0.298,27.610285046366,0.15,0.3,0.11,0.35,0.116435643564356,0.06,2.89,269.550698367256,0.054,0.65,31.9087545943418,0.809885496137757,69.95,2.05,0.551438035623632,5.89473909324209,2.75,24.3838928339636,37.5,15.1204962769156,9.28136610530962,0.12,0.1,30.6408685092679,30.8019297198088,182489.596874371,59,0.035,1.5,22.3355952583217,1.33,2.898,1623.78809046017,290,6237,0.05,0.950618345969524,18.5997617127255,144.73354587407,1,0.01,0.15,14.9985,0.505,27.620001,0.21,0.27,0.8,7.94,1.76684253141112,70.1601603157444,1199.78706443391,6.71466474460697,5.01797925780384,4,5.49228735503019,0.001,0.819145756076792,1.92294794998234,78.5022756482448,1.05
2009-01-05,44.4713159325952,2.42338180625485,0.145348866834404,37.3161211066886,0.499136073861089,8.14889833423494,0.355406874277612,2.05770206369616,0.543368421052632,1.88309001412009,0.11945,2.57950935301253,0.000805021989241037,0.025,2.64342700611368,0.097094298245614,0.331352634814411,0.137107172934733,1.212,2.53812429426769,0.165570956872671,2,8.19253292723783,6.1499,6.78735594141507,980,0.042,562.402960872102,56.1755873191566,1919.88323123158,1.46,100.067502873026,0.5,4.47,348.486792215671,348.528425681735,32.89,22.9794771321731,6.54350095745031,0.15,3.2,9.5,7.7,15.6008326605113,6.03975552958917,0.298,28.8263987433511,0.13,0.3,0.11,0.35,0.116435643564356,0.06,2.89,269.550698367256,0.054,0.65,33.706430909516,0.859981506208133,66.45,2.05,0.551438035623632,5.86550898203593,2.75,29.0390040255678,40,16.0603744533433,9.75901461325189,0.12,0.1,31.6887778290103,31.4305405304171,182489.596874371,60.1,0.035,1.55,23.1784479095791,1.32,2.91,1623.78809046017,290,6237,0.05,1.05823617053343,18.3364185421855,144.73354587407,1,0.02,0.15,14.9985,0.505,27.23,0.22,0.25,0.78,7.71,1.76684253141112,75.1716003382976,1165.22529714569,6.86063571731582,5.07516420661072,3.85,5.9908729214154,0.001,0.833028158147401,2.09704200306717,85.2969323930357,1.2
2009-01-06,44.5883457113651,2.42964377474647,0.136414240672847,36.9916330970652,0.578997845678863,8.30294178100687,0.355406874277612,2.18921237868513,0.543368421052632,1.95312115781676,0.11846,2.61175321992518,0.000776758505357272,0.026,2.6518488926277,0.097094298245614,0.337604571320343,0.136168082709153,1.394,2.50311568331227,0.165570956872671,1.99,8.23230250455452,6.1799,6.8792945226954,992,0.043,574.035569122619,57.7506037860488,1920.85992993276,1.46,101.992499651361,0.5,4.03,359.044203965557,359.131803711735,34,22.9794771321731,6.6613203899521,0.14,3.2,9.5,7.7,13.1379997113255,6.22433209925403,0.324,29.0065637354971,0.13,0.3,0.11,0.35,0.116435643564356,0.06,2.89,240.670266399336,0.054,0.65,33.706430909516,0.868330841219863,64.3,2.05,0.525179081546316,5.89473909324209,2.75,30.8888137387066,40,16.6045144502225,10.1336408939909,0.15,0.1,31.6049450834309,31.6819848546604,182489.596874371,59.3,0.035,1.55,23.1784479095791,1.395,2.908,1623.78809046017,290,6237,0.05,1.05823617053343,19.2629939080403,157.363034740068,1.5,0.02,0.14,19.49805,0.505,28.73,0.19,0.25,0.8,8.02,1.71365764908162,79.3478003570919,1130.66352985747,6.88982991185759,4.83927629278233,3.99,5.77760098386292,0.001,0.826086957112097,2.09704200306717,92.238626128887,1.35
2009-01-07,45.992703056605,2.50478739664584,0.133977524446968,36.5049010826301,0.628911453064972,8.61102867455073,0.355406874277612,2.24336221359405,0.543368421052632,2.11652422050159,0.11846,2.46665581881823,0.000889812440892332,0.024,2.50031394759325,0.097094298245614,0.337604571320343,0.131472631581251,1.264,2.43309846140144,0.18656198665924,2,8.47091996845465,6.3199,6.92108858637406,999.9,0.042,547.982372131792,53.2005562150268,1948.60966361909,1.52,90.4460983299661,0.6,3.98,328.063502236634,328.93522714804,35.24,22.8879254304513,6.69757252302957,0.11,3.2,9.5,7.7,13.9184749417013,6.01411989491349,0.338,27.1598725660011,0.13,0.3,0.11,0.35,0.116435643564356,0.1,2.89,240.670266399336,0.054,0.65,31.0099164367547,0.818234831149486,61.7,2.05,0.525179081546316,5.99217279726262,2.75,28.4427790657965,40,17.1321653562871,10.7705055712473,0.11,0.1,28.5031334969934,28.4970234142448,182489.596874371,55,0.035,1.54,24.0213005608366,1.395,2.93,1623.78809046017,290,6237,0.05,1.07617824563902,18.4601249803246,153.655476784116,1,0.02,0.14,19.49805,0.505,27.74,0.19,0.25,0.83,7.75,1.8259341744829,76.4244603439359,1154.36302742654,7.07959217637909,4.66772144636169,3.99,5.77760098386292,0.001,0.819145756076792,2.041648440722,86.1636767613918,1.5
2009-01-08,42.3257699884787,2.50478739664584,0.133977524446968,36.1398520718038,0.678825060451081,8.30294178100687,0.343942136397689,2.24336221359405,0.543368421052632,1.97646193310825,0.11353,2.46665581881823,0.000762464329599965,0.024,2.29826454410836,0.097094298245614,0.331352634814411,0.122081729325448,1.238,2.33682478127404,0.191220423750912,1.98,7.89823805509433,5.8999,6.71212662679348,999.9,0.042,547.982372131792,50.7942810572748,1948.60966361909,1.48,90.4460983299661,0.6,3.9,328.063502236634,328.93522714804,35.25,22.7963737287295,6.69757252302957,0.14,3.2,9.5,7.7,13.9618346767222,6.19869646457836,0.334,27.1598725660011,0.13,0.3,0.11,0.35,0.116435643564356,0.1,2.89,240.670266399336,0.054,0.65,31.9087545943418,0.784837491102568,61.7,2.05,0.509423709099927,5.92396920444825,2.75,27.2579829440144,40,16.4890908145208,10.3396853483974,0.11,0.1,28.5031334969934,28.4970234142448,182489.596874371,55,0.035,1.53,22.6727363188247,1.395,2.95,1623.78809046017,290,6237,0.1,1.02236356234546,18.2061751943453,148.698848500757,1.5,0.02,0.14,19.49805,0.505,28.48,0.21,0.25,0.82,8.29,1.71365764908162,75.1716003382976,1127.35549868796,7.00660669002467,4.38179670232728,3.85,5.84892939107111,0.001,0.812204555041487,1.90712121788372,82.6966992879677,1.35
2009-01-09,41.7796310208854,2.46095361720454,0.136414240672847,36.8293890922535,0.698790503405524,8.39536784907003,0.343942136397689,2.26657285876518,0.515263157894737,2.05427921378354,0.11353,2.52308258591538,0.000663704569822211,0.024,2.34035711604478,0.0926809210526316,0.331352634814411,0.135228992483573,1.25,2.3455769340129,0.217655651102447,1.99,7.9539154633377,5.91,6.66196539156634,1010,0.042,535.484528556856,50.9692828869295,1950.51518363412,1.5,91.9851027720504,0.6,3.88,311.789413382006,313.306769964692,35.99,22.7048220270077,6.72476162283767,0.17,3.56,9.5,7.7,13.9618346767222,5.76289067509187,0.326,25.5834288847241,0.13,0.3,0.11,0.35,0.116435643564356,0.1,2.89,240.670266399336,0.054,0.65,31.9087545943418,0.793186826114298,58.65,2.05,0.509423709099927,6.06037639007699,2.75,27.4261517022589,40,16.9013180848838,10.2834914062865,0.12,0.1,30.1797884085813,29.7542450354615,182489.596874371,55,0.034,1.56,24.4427268864653,1.4,2.92,1623.78809046017,290,6237,0.1,1.00442725825148,18.2159434329658,153.546430961882,1.5,0.02,0.1,26.9973,0.505,26.950001,0.24,0.3,0.72,7.39,1.7727492921534,73.9187403326593,1144.48823677276,6.86793426595126,4.4318335325333,4,5.84892939107111,0.001,0.819145756076792,1.88338111973579,80.9632105512556,1.5
2009-01-12,40.6093332331856,2.46095361720454,0.133165285705008,36.5049010826301,0.798617718177742,8.31834612568406,0.338209767457728,2.21242302385625,0.477789473684211,1.73524158974814,0.11649,2.49889968573089,0.000635441085938446,0.022,2.14673802939074,0.0926809210526316,0.331352634814411,0.135228992483573,1.16,2.31932047579633,0.202108818880844,2,7.83460673138763,5.85,6.76227950320787,982,0.039,526.83217531267,50.094273738656,1919.88323123158,1.52,89.0411077790798,0.6,4.23,311.651106677859,313.445074895518,37.6,22.8879254304513,6.72476162283767,0.15,3.56,9.5,7.7,15.0891877872649,5.54242421688106,0.315,25.9888001170525,0.1,0.3,0.1,0.35,0.116435643564356,0.1,2.62,240.670266399336,0.054,0.65,30.5604973579612,0.801536161126027,55.75,2.05,0.509423709099927,5.96294268605646,2.75,24.7278650385612,40,16.6045144502225,10.096178265917,0.11,0.1,29.0061299704698,29.1675416122271,182489.596874371,55,0.034,1.54,25.2855795377227,1.4,2.996,1623.78809046017,290,6237,0.1,0.995464877216097,17.6787440287765,152.664151127444,1.5,0.02,0.1,28.49715,0.505,25.91,0.21,0.3,0.67,7.15,1.80229511368929,73.5011203307799,1105.97655322303,6.64897780688799,4.29601927911696,3.85,5.84892939107111,0.001,0.791380951935573,1.75676726294683,79.6630939987216,1.5
2009-01-13,40.8043828644689,2.43590574323808,0.133165285705008,36.3426570778184,0.938375818858847,8.14889833423494,0.338209767457728,2.15827318894733,0.468421052631579,1.86752655798503,0.1155,2.48277775227456,0.000614324689933334,0.022,2.14673802939074,0.0926809210526316,0.337604571320343,0.131472631581251,1.224,2.19679033745238,0.171015154437637,1.92,7.93005371694769,5.88,6.67869137585055,952.2,0.039,510.488841406985,49.7005196219329,1919.88323123158,1.6,86.5968360380668,0.6,4,304.920180409373,304.363051104606,38,22.8879254304513,6.72476162283767,0.14,3.2,9.5,7.7,14.7423099070979,5.70136515187025,0.315,25.5383876366876,0.13,0.3,0.1,0.35,0.116435643564356,0.1,2.62,240.670266399336,0.054,0.65,31.9087545943418,0.784837491102568,53,2.05,0.519927290730853,6.07011976047904,3.25,25.4158132696869,40,16.5220689961498,9.70282067114103,0.11,0.1,28.6707989881522,28.0779495405059,182489.596874371,55,0.03,1.52,24.4427268864653,1.41,3.03,1623.79764777677,290,6237,0.1,0.896815204699186,18.5089622665226,148.748414783591,1,0.02,0.1,31.19688,0.505,26.280001,0.23,0.3,0.68,7.04,1.71365764908162,72.665880327021,1088.20193004623,6.67817200142976,4.38894482092814,3.9,5.84892939107111,0.001,0.805263354006183,1.74094053084821,75.3216333679384,1.2
2009-01-14,40.219233970619,2.43590574323808,0.133977524446968,36.586023085036,1.10808208397162,8.31834612568406,0.338209767457728,2.19694926040884,0.468421052631579,1.95312115781676,0.11846,2.69236288720683,0.000621471777811987,0.023,2.30668643062238,0.098859649122807,0.331352634814411,0.117386278197546,1.212,2.21429464293008,0.18656198665924,2,7.9539154633377,5.92,6.61182087396468,996,0.039,528.754920478045,49.7442700793466,1918.92568348533,1.5,88.5218328164019,0.6,4,304.136442419207,303.533221519649,38,22.7048220270077,6.72476162283767,0.12,3.2,9.5,7.7,13.0946399763046,5.45013593204863,0.309,25.2230989004322,0.13,0.3,0.1,0.35,0.116435643564356,0.1,2.62,245.483671727322,0.025,0.65,31.9087545943418,0.784837491102568,50.35,2.05,0.519927290730853,6.5767750213858,3.25,24.6667179745592,40,16.621003541037,9.62789541499322,0.14,0.1,29.3414609527873,29.1675416122271,182489.596874371,49,0.03,1.51,22.7570215839504,1.43,3.04,1623.78809046017,290,6237,0.1,0.923719660840162,17.6787440287765,142.750894560727,1,0.02,0.1,32.9967,0.505,26.049999,0.21,0.3,0.67,6.05,1.71365764908162,70.1601603157444,1013.15352107753,6.4957082855437,4.27457492331438,3.75,5.84892939107111,0.001,0.798322152970878,1.77259399504545,68.3799396320871,1.05
